date,open,high,low,close,volume,name
2020-03-10,6.390544861684652,6.503638744354248,6.127739265412569,6.503638744354248,580648000,NVDA
2020-03-11,6.363641753017681,6.39203982756586,6.04254523866776,6.13969612121582,499964000,NVDA
2020-03-12,5.6163263457188535,5.8818725146378315,5.375690794595212,5.388395309448242,816540000,NVDA
2020-03-13,5.741875759107956,6.003934490620265,5.470600445132963,5.99945068359375,634836000,NVDA
2020-03-16,5.291242884724117,5.632268218829239,4.832640351487741,4.892425537109375,726972000,NVDA
2020-03-17,5.004772651158485,5.501737751770389,4.75790958309167,5.412308692932129,833632000,NVDA
2020-03-18,4.9845959620842075,5.229715334583032,4.500833721531289,5.052352428436279,874268000,NVDA
2020-03-19,5.030929082517872,5.398857808850324,4.817446285131416,5.30519437789917,765512000,NVDA
2020-03-20,5.455403601902111,5.737390671237134,5.109894917756142,5.125339508056641,804636000,NVDA
2020-03-23,5.124343294062522,5.3926300088870525,4.9452366741726435,5.298218727111816,643876000,NVDA
2020-03-24,5.704510042519159,6.293893336260728,5.68084521517896,6.207204341888428,1101644000,NVDA
2020-03-25,6.322289949203913,6.522072336766445,6.069697284326253,6.1185221672058105,793432000,NVDA
2020-03-26,6.325778119316937,6.532037508762165,6.227630880895632,6.407983303070068,696108000,NVDA
2020-03-27,6.227630275802166,6.554456381095054,6.194748395548019,6.295636177062988,638828000,NVDA
2020-03-30,6.361150122055343,6.6252019724010545,6.317058490878093,6.615984916687012,602252000,NVDA
2020-03-31,6.6560919206053,6.860358618934826,6.420687542037436,6.5664143562316895,949960000,NVDA
2020-04-01,6.368374998501246,6.514848702488128,6.010410733654808,6.055000305175781,656912000,NVDA
2020-04-02,6.084146151507411,6.377094053463869,6.036069119062603,6.3638916015625,675764000,NVDA
2020-04-03,6.326277366092886,6.367877900254572,5.938420661301317,6.075926780700684,663212000,NVDA
2020-04-06,6.358160762439623,6.722850926905222,6.300617240635939,6.685983180999756,727884000,NVDA
2020-04-07,6.907687999820813,6.931353301048812,6.409477533621597,6.452572822570801,784520000,NVDA
2020-04-08,6.561680920456541,6.674774815395127,6.49168231495453,6.649864196777344,542444000,NVDA
2020-04-09,6.775661826768394,6.798579270169041,6.487197761128774,6.5502214431762695,525564000,NVDA
2020-04-13,6.490436617557893,6.730823194143778,6.402004378020009,6.722104549407959,398408000,NVDA
2020-04-14,6.850393977144597,7.107470477585974,6.822743280796309,7.073343276977539,530948000,NVDA
2020-04-15,6.905197155730919,7.078823635305506,6.859860199219511,6.995871543884277,366148000,NVDA
2020-04-16,7.151312770670126,7.4482460551488385,7.138110319316644,7.34113073348999,745620000,NVDA
2020-04-17,7.4233351455447885,7.444758304058999,7.147825031273744,7.281843662261963,539120000,NVDA
2020-04-20,7.155298397333831,7.311238124428304,7.106224544751435,7.150565147399902,449388000,NVDA
2020-04-21,7.032488827674881,7.093768301369405,6.653848825676864,6.713634014129639,735160000,NVDA
2020-04-22,6.905944716720575,7.170992971727343,6.860358790611671,7.128146648406982,483356000,NVDA
2020-04-23,7.170244355643135,7.302269810874267,7.0496771469368555,7.074836730957031,424160000,NVDA
2020-04-24,7.064624781294662,7.21583127475727,6.989892923974594,7.213838577270508,352328000,NVDA
2020-04-27,7.3483553792663,7.56034388999242,7.323693729422319,7.400418281555176,479388000,NVDA
2020-04-28,7.5478881754548715,7.577781011702424,7.2524496465999135,7.257929801940918,442904000,NVDA
2020-04-29,7.392694540445366,7.487603744572682,7.3174647636424055,7.434793472290039,379160000,NVDA
2020-04-30,7.3807380276849575,7.434794096496266,7.266897241974005,7.280847072601318,375916000,NVDA
2020-05-01,7.083306018290997,7.196648861914722,6.995870137503005,7.044196605682373,342096000,NVDA
2020-05-04,6.996867838455305,7.269887349552104,6.996867838455305,7.256186485290527,317556000,NVDA
2020-05-05,7.360313119166825,7.479883526385668,7.256186830897702,7.317217826843262,368896000,NVDA
2020-05-06,7.39668148775447,7.5229778265667155,7.3588173879229135,7.41810417175293,323464000,NVDA
2020-05-07,7.557354256934322,7.657743633586843,7.506038735718719,7.594470977783203,373732000,NVDA
2020-05-08,7.666212722738186,7.790765327413479,7.632334494088427,7.7845377922058105,339216000,NVDA
2020-05-11,7.779558358304345,8.08346712656502,7.750911305991858,8.036635398864746,469060000,NVDA
2020-05-12,8.09442451252397,8.143248920511974,7.7648583332135,7.77457332611084,493060000,NVDA
2020-05-13,7.889162025835023,8.049585556938084,7.567567108250094,7.752154350280762,625852000,NVDA
2020-05-14,7.8136819989771515,8.00723682217799,7.659983964900322,8.00175666809082,602312000,NVDA
2020-05-15,7.861511296570371,8.470075044831217,7.845817736818291,8.460360527038574,987660000,NVDA
2020-05-18,8.729142693231394,8.884584444960746,8.64942912058979,8.718929290771484,774460000,NVDA
2020-05-19,8.758787379916113,9.054973244527357,8.73138565707081,8.773983001708984,717320000,NVDA
2020-05-20,8.958821478506978,9.010635416655411,8.85693733137606,8.937896728515625,587536000,NVDA
2020-05-21,9.019106210088175,9.0201020838713,8.706229844901552,8.743844985961914,761068000,NVDA
2020-05-22,8.793662418922075,9.060454827970249,8.68206377483264,8.993943214416504,1038764000,NVDA
2020-05-26,9.12397715423572,9.148888247852947,8.640962309591236,8.686548233032227,770780000,NVDA
2020-05-27,8.594131140405484,8.601852962248168,7.968129524399917,8.494738578796387,1175892000,NVDA
2020-05-28,8.382141622401289,8.729145602595496,8.349259738970803,8.456624984741211,734896000,NVDA
2020-05-29,8.523883485854178,8.843734741210938,8.454632253400208,8.843734741210938,745256000,NVDA
2020-06-01,8.801633514294966,8.809106365733536,8.658397843403566,8.77472972869873,389876000,NVDA
2020-06-02,8.764765587348746,8.805618249116755,8.627010081176266,8.793661117553711,391320000,NVDA
2020-06-03,8.790675194411731,8.834517389837487,8.668862176889306,8.738113403320312,365440000,NVDA
2020-06-04,8.70072950087931,8.915306978531444,8.650387369194227,8.739109992980957,424280000,NVDA
2020-06-05,8.76702323178457,8.968889941958485,8.680793320953649,8.892130851745605,481748000,NVDA
2020-06-08,8.849512374680737,8.861973127761983,8.65861101355917,8.777488708496094,387736000,NVDA
2020-06-09,8.77250569279575,9.08128752224403,8.723908082117857,9.017736434936523,468488000,NVDA
2020-06-10,9.139105773690996,9.470317302956937,9.124899544786464,9.337483406066895,632180000,NVDA
2020-06-11,9.121412370600636,9.232314717335791,8.758550243247772,8.768768310546875,583652000,NVDA
2020-06-12,9.13387443067399,9.158546862084368,8.676058794208593,8.904592514038086,570908000,NVDA
2020-06-15,8.787707819563549,9.15356078339735,8.7164304400905,9.145087242126465,400004000,NVDA
2020-06-16,9.196177745621114,9.237797256085665,8.811134052629669,9.040165901184082,535716000,NVDA
2020-06-17,9.085276127942803,9.2699466772153,9.041911138678998,9.207143783569336,408304000,NVDA
2020-06-18,9.198172107471342,9.253498737967194,9.086023403669651,9.189200401306152,254408000,NVDA
2020-06-19,9.213621548529286,9.415488216468052,9.198418992735595,9.232312202453613,524160000,NVDA
2020-06-22,9.270944442621131,9.501471764136639,9.244277454137361,9.49698543548584,398468000,NVDA
2020-06-23,9.521158318810581,9.612372715898204,9.3781072965606,9.4204740524292,375108000,NVDA
2020-06-24,9.446643154184446,9.526643167748633,9.115929720649811,9.206645965576172,449372000,NVDA
2020-06-25,9.326519787537718,9.475303514168546,9.153561795087281,9.460350036621094,376072000,NVDA
2020-06-26,9.470318539731345,9.470318539731345,9.096490176320897,9.126396179199219,592084000,NVDA
2020-06-29,9.141101929683474,9.175743347952691,8.872194093821983,9.171257019042969,342248000,NVDA
2020-06-30,9.284899703985516,9.496486312092342,9.237548454030552,9.4680757522583,367892000,NVDA
2020-07-01,9.491004278826638,9.54583274604301,9.383590983987299,9.500225067138672,326648000,NVDA
2020-07-02,9.608882292919626,9.7070747746163,9.548322102412195,9.582216262817383,364056000,NVDA
2020-07-06,9.711312699829152,9.877790743512366,9.68215394384551,9.808507919311523,315892000,NVDA
2020-07-07,9.915174416604875,10.0385375123569,9.819972799435526,9.840907096862793,357800000,NVDA
2020-07-08,9.962525483214693,10.193053734045131,9.934364005153876,10.184081077575684,365480000,NVDA
2020-07-09,10.3478181868365,10.53697505533398,10.201526240093958,10.476165771484375,494548000,NVDA
2020-07-10,10.555668142760954,10.62196009212349,10.346324194079184,10.446510314941406,497676000,NVDA
2020-07-13,10.561896130622017,10.758529236288021,9.993676452273958,10.020841598510742,457076000,NVDA
2020-07-14,10.043522243264452,10.370248451348802,9.75492649935615,10.344578742980957,542676000,NVDA
2020-07-15,10.381711331238394,10.400401986816686,10.024330975606967,10.195295333862305,403984000,NVDA
2020-07-16,9.983707755196745,10.174858192633844,9.864580981815854,10.103083610534668,344964000,NVDA
2020-07-17,10.193551417362823,10.216479320082591,10.056232132346192,10.169626235961914,266284000,NVDA
2020-07-20,10.24214731067087,10.498344263096435,10.125014144640792,10.47790813446045,284852000,NVDA
2020-07-21,10.480152650906263,10.527006686047095,10.254609852091003,10.296229362487793,277036000,NVDA
2020-07-22,10.335106315437658,10.56937169902662,10.259343569870337,10.406133651733398,367292000,NVDA
2020-07-23,10.417347658105095,10.514044692835101,9.999906277770094,10.098098754882812,411660000,NVDA
2020-07-24,9.844147403277994,10.332367179429568,9.746454011921264,10.162649154663086,473292000,NVDA
2020-07-27,10.20028114713365,10.409125958261702,10.185825834067124,10.38893985748291,292132000,NVDA
2020-07-28,10.341836835691455,10.349562180268707,10.177352403986625,10.183582305908203,271636000,NVDA
2020-07-29,10.358283903515403,10.483391503399337,10.314670791075242,10.43280029296875,284508000,NVDA
2020-07-30,10.342583677416213,10.589808954644608,10.26308279264174,10.58083724975586,308880000,NVDA
2020-07-31,10.53024551881602,10.732861361908311,10.400402497842242,10.581584930419922,386080000,NVDA
2020-08-03,10.698966021864186,11.064071699552102,10.681769859220042,10.975848197937012,412720000,NVDA
2020-08-04,11.01547371807947,11.192667961120605,10.871923602576013,11.192667961120605,310336000,NVDA
2020-08-05,11.20886903469722,11.336219330060835,11.131361755908749,11.251484870910645,249924000,NVDA
2020-08-06,11.314288439996597,11.322512899492434,11.143823183452795,11.30008316040039,244316000,NVDA
2020-08-07,11.27715664659348,11.468806255836137,11.003016202313317,11.164509773254395,342516000,NVDA
2020-08-10,11.298837183100986,11.372605380775074,10.822579111981888,11.130115509033203,427796000,NVDA
2020-08-11,11.039152135397227,11.101955983149029,10.762020804732517,10.816102027893066,354512000,NVDA
2020-08-12,10.95641100943535,11.43117271824543,10.92401228565858,11.40450668334961,464412000,NVDA
2020-08-13,11.509926382476056,11.685128017216774,11.32027133539724,11.407248497009277,374460000,NVDA
2020-08-14,11.493975059668278,11.66817939262176,11.404755220907505,11.52786922454834,366436000,NVDA
